Outlet_ID,Outlet_Name,Records,Average_Employees,Average_Productivity_Score,Average_Attendance_Rate,Average_Staff_Performance_Score,Top_Performer_Months,Needs_Improvement_Months,Balanced_Months,Understaffed_Months,Overstaffed_Months,Latest_Month,Latest_Staff_Performance_Score,Latest_Staff_Category,Latest_Scheduling_Status,Workforce_Category,Workforce_Alert_Level,Workforce_Insight,Workforce_Recommendation
OUT0420,Franchise Outlet 0420,40,21.0,67.78,94.94,77.88,0,0,31,4,5,2026-04-01,80.9,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 77.9/100 with 94.9% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0421,Franchise Outlet 0421,40,18.0,39.33,93.57,60.48,0,40,0,0,40,2026-04-01,60.15,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.5/100 with 93.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0422,Franchise Outlet 0422,40,13.0,99.53,95.29,94.54,39,0,0,40,0,2026-04-01,92.33,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.5/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0423,Franchise Outlet 0423,40,8.0,100.0,94.51,92.92,36,0,0,40,0,2026-04-01,91.6,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 92.9/100 with 94.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0424,Franchise Outlet 0424,40,28.0,36.39,93.84,59.57,0,40,0,0,40,2026-04-01,60.29,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.6/100 with 93.8% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0425,Franchise Outlet 0425,40,13.0,35.09,92.64,56.57,0,40,0,0,40,2026-04-01,55.78,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 56.6/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0426,Franchise Outlet 0426,40,12.0,94.28,94.25,89.5,18,0,0,40,0,2026-04-01,92.31,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.5/100 with 94.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0427,Franchise Outlet 0427,40,15.0,44.77,94.8,66.02,0,25,0,0,40,2026-04-01,65.03,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 66.0/100 with 94.8% attendance. The latest workforce schedule is overstaffed, and 25 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0428,Franchise Outlet 0428,40,12.0,98.07,94.14,90.92,23,0,0,40,0,2026-04-01,91.46,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.9/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0429,Franchise Outlet 0429,40,23.0,49.82,94.29,67.52,0,10,0,0,40,2026-04-01,69.42,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 67.5/100 with 94.3% attendance. The latest workforce schedule is overstaffed, and 10 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0430,Franchise Outlet 0430,40,18.0,50.58,93.39,65.92,0,23,1,0,39,2026-04-01,66.6,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 65.9/100 with 93.4% attendance. The latest workforce schedule is overstaffed, and 23 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0431,Franchise Outlet 0431,40,11.0,89.14,93.55,84.67,1,0,0,40,0,2026-04-01,89.02,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 84.7/100 with 93.6% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0432,Franchise Outlet 0432,40,15.0,49.13,93.36,64.9,0,29,0,0,40,2026-04-01,67.9,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 64.9/100 with 93.4% attendance. The latest workforce schedule is overstaffed, and 29 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0433,Franchise Outlet 0433,40,17.0,99.19,94.95,93.87,38,0,1,39,0,2026-04-01,94.03,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.9/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0434,Franchise Outlet 0434,40,10.0,93.17,94.41,89.45,16,0,0,40,0,2026-04-01,95.77,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.5/100 with 94.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0435,Franchise Outlet 0435,40,27.0,70.97,95.18,80.2,0,0,23,15,2,2026-04-01,80.53,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 80.2/100 with 95.2% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0436,Franchise Outlet 0436,40,24.0,53.56,92.48,65.53,0,22,0,0,40,2026-04-01,62.46,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 65.5/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 22 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0437,Franchise Outlet 0437,40,22.0,73.78,93.47,77.48,0,0,18,21,1,2026-04-01,78.05,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 77.5/100 with 93.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0438,Franchise Outlet 0438,40,21.0,51.52,94.35,68.39,0,5,0,0,40,2026-04-01,70.16,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.4/100 with 94.4% attendance. The latest workforce schedule is overstaffed, and 5 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0439,Franchise Outlet 0439,40,17.0,66.13,93.46,73.33,0,0,30,7,3,2026-04-01,72.92,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 73.3/100 with 93.5% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0440,Franchise Outlet 0440,40,20.0,40.46,93.09,60.19,0,40,0,0,40,2026-04-01,60.56,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.2/100 with 93.1% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0441,Franchise Outlet 0441,40,15.0,99.27,94.95,93.9,38,0,0,40,0,2026-04-01,94.75,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.9/100 with 95.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0442,Franchise Outlet 0442,40,17.0,46.02,92.68,61.68,0,40,0,0,40,2026-04-01,63.89,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 61.7/100 with 92.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0443,Franchise Outlet 0443,40,26.0,41.31,92.52,59.45,0,40,0,0,40,2026-04-01,60.39,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.4/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0444,Franchise Outlet 0444,40,19.0,43.16,92.33,60.2,0,40,0,0,40,2026-04-01,61.66,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.2/100 with 92.3% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0445,Franchise Outlet 0445,40,22.0,100.0,95.5,94.85,40,0,0,40,0,2026-04-01,93.94,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.9/100 with 95.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0446,Franchise Outlet 0446,40,17.0,52.64,95.48,71.47,0,0,0,0,40,2026-04-01,70.92,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 71.5/100 with 95.5% attendance. The latest workforce schedule is overstaffed, and 0 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0447,Franchise Outlet 0447,40,17.0,73.56,93.99,78.58,0,0,15,25,0,2026-04-01,79.31,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.6/100 with 94.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0448,Franchise Outlet 0448,40,14.0,59.86,92.6,69.13,0,4,7,0,33,2026-04-01,68.02,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 69.1/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 4 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0449,Franchise Outlet 0449,40,24.0,28.99,93.13,54.39,0,40,0,0,40,2026-04-01,55.39,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 54.4/100 with 93.1% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0450,Franchise Outlet 0450,40,20.0,53.93,93.49,67.43,0,12,0,0,40,2026-04-01,71.07,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 67.4/100 with 93.5% attendance. The latest workforce schedule is overstaffed, and 12 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0451,Franchise Outlet 0451,40,15.0,94.04,93.44,87.84,6,0,0,40,0,2026-04-01,89.6,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 87.8/100 with 93.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0452,Franchise Outlet 0452,40,13.0,61.75,92.64,69.91,0,3,21,0,19,2026-04-01,72.11,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 69.9/100 with 92.6% attendance. The latest workforce schedule is overstaffed, and 3 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0453,Franchise Outlet 0453,40,26.0,32.28,94.7,59.72,0,40,0,0,40,2026-04-01,60.4,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.7/100 with 94.7% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0454,Franchise Outlet 0454,40,11.0,99.8,95.1,94.66,40,0,0,40,0,2026-04-01,95.05,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.7/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
