Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations,Marketing_Effectiveness_Score,Effectiveness_Category,Campaign_Records,Total_Marketing_Reach,Total_Marketing_Conversions,Average_Campaign_ROI,High_Performing_Campaigns,Needs_Improvement_Campaigns,Primary_Campaign_Type,Customer_Engagement_Rate,Campaign_Performance_Category,Marketing_Effectiveness_Insight,Marketing_Effectiveness_Recommendation
OUT0457,39,9464048.68,194944474.8,154421.0,30.95,20.6,4.85,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,78.06,High Performing,40,162357,25268,2.84,18,2,Digital Campaign,15.56,High Performing,"Marketing effectiveness is 78.1/100 (High Performing). Campaign ROI averages 2.84, with 15.56% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0458,39,1646859.72,34827240.14,44308.0,24.19,21.15,4.73,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,60.79,Moderate,40,42665,4952,1.55,6,13,Digital Campaign,11.61,Moderate,"Marketing effectiveness is 60.8/100 (Moderate). Campaign ROI averages 1.55, with 11.61% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0459,38,7791755.53,146617728.99,90180.0,25.65,18.82,5.31,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,63.31,Moderate,40,116542,14946,2.49,14,1,Digital Campaign,12.82,High Performing,"Marketing effectiveness is 63.3/100 (Moderate). Campaign ROI averages 2.49, with 12.82% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0460,40,653810.45,13259434.85,9042.0,10.09,20.28,4.93,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",43.58,Moderate,40,17735,825,1.07,3,25,Digital Campaign,4.65,Needs Improvement,"Marketing effectiveness is 43.6/100 (Moderate). Campaign ROI averages 1.07, with 4.65% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0461,39,2237452.03,42768457.49,26570.0,18.92,19.11,5.23,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,50.96,Moderate,40,34742,3231,1.43,4,14,Digital Campaign,9.3,Moderate,"Marketing effectiveness is 51.0/100 (Moderate). Campaign ROI averages 1.43, with 9.30% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0462,40,2541099.19,50931193.28,30771.0,11.84,20.04,4.99,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",47.12,Moderate,40,64519,3783,1.69,6,8,Digital Campaign,5.86,Moderate,"Marketing effectiveness is 47.1/100 (Moderate). Campaign ROI averages 1.69, with 5.86% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0463,39,9989823.02,189497517.84,133810.0,28.03,18.97,5.27,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,70.54,Moderate,40,155915,21608,2.57,16,2,Digital Campaign,13.86,High Performing,"Marketing effectiveness is 70.5/100 (Moderate). Campaign ROI averages 2.57, with 13.86% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0464,38,1791808.03,36561104.92,29648.0,19.31,20.4,4.9,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,53.81,Moderate,40,37343,3503,1.49,6,18,Digital Campaign,9.38,Moderate,"Marketing effectiveness is 53.8/100 (Moderate). Campaign ROI averages 1.49, with 9.38% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0465,40,3166312.57,67951030.34,49558.0,20.27,21.46,4.66,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,58.66,Moderate,40,64698,6552,2.07,10,0,Digital Campaign,10.13,Moderate,"Marketing effectiveness is 58.7/100 (Moderate). Campaign ROI averages 2.07, with 10.13% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0466,40,1990276.6,41192092.33,30061.0,23.75,20.7,4.83,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,58.03,Moderate,40,29510,3410,1.55,6,14,Digital Campaign,11.56,Moderate,"Marketing effectiveness is 58.0/100 (Moderate). Campaign ROI averages 1.55, with 11.56% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0467,39,6020991.49,128780457.82,129906.0,25.71,21.39,4.68,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,72.24,Moderate,40,156842,20572,2.77,22,0,Digital Campaign,13.12,High Performing,"Marketing effectiveness is 72.2/100 (Moderate). Campaign ROI averages 2.77, with 13.12% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0468,40,6148774.48,119748384.95,67880.0,33.75,19.48,5.13,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,68.6,Moderate,40,60771,10268,2.42,16,5,Digital Campaign,16.9,High Performing,"Marketing effectiveness is 68.6/100 (Moderate). Campaign ROI averages 2.42, with 16.90% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0469,40,9007908.41,177887926.13,154290.0,30.19,19.75,5.06,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,75.99,High Performing,40,161745,24532,2.59,18,3,Digital Campaign,15.17,High Performing,"Marketing effectiveness is 76.0/100 (High Performing). Campaign ROI averages 2.59, with 15.17% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0470,40,6825017.66,133222564.15,93007.0,25.97,19.52,5.12,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,65.09,Moderate,40,111080,14536,2.45,19,5,Digital Campaign,13.09,High Performing,"Marketing effectiveness is 65.1/100 (Moderate). Campaign ROI averages 2.45, with 13.09% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0471,37,9073936.77,176681282.34,109022.0,25.57,19.47,5.14,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,66.51,Moderate,40,144000,18300,3.0,20,1,Digital Campaign,12.71,High Performing,"Marketing effectiveness is 66.5/100 (Moderate). Campaign ROI averages 3.00, with 12.71% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0472,40,3987209.3,85286561.74,99889.0,26.69,21.39,4.68,High Performing,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,69.63,Moderate,40,106139,14308,2.35,16,1,Digital Campaign,13.48,High Performing,"Marketing effectiveness is 69.6/100 (Moderate). Campaign ROI averages 2.35, with 13.48% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
